datetime,open,high,low,close,volume
2022-10-28 09:40:00,20192.04,20202.37,20186.01,20193.01,540.13103
2022-10-28 09:45:00,20193.01,20202.49,20182.0,20186.63,666.73074
2022-10-28 09:50:00,20187.38,20192.99,20176.0,20192.01,638.93017
2022-10-28 09:55:00,20192.63,20204.53,20187.76,20203.48,437.30889
2022-10-28 10:00:00,20203.48,20206.95,20193.94,20197.11,467.74046
2022-10-28 10:05:00,20197.04,20197.5,20158.45,20177.71,716.14493
2022-10-28 10:10:00,20178.66,20191.12,20168.35,20185.37,532.18395
2022-10-28 10:15:00,20184.42,20186.58,20163.74,20181.62,516.82772
2022-10-28 10:20:00,20181.62,20244.0,20178.51,20236.59,1266.65081
2022-10-28 10:25:00,20235.51,20248.64,20218.24,20218.34,939.55619
2022-10-28 10:30:00,20218.34,20240.81,20210.0,20237.17,624.47534
2022-10-28 10:35:00,20237.16,20240.15,20187.32,20191.81,682.67846
2022-10-28 10:40:00,20191.81,20194.27,20180.0,20182.99,716.63956
2022-10-28 10:45:00,20183.29,20189.0,20150.2,20152.53,1133.15379
2022-10-28 10:50:00,20152.53,20176.53,20133.28,20170.91,980.19205
2022-10-28 10:55:00,20170.51,20194.17,20169.13,20177.01,766.18136
2022-10-28 11:00:00,20177.01,20183.72,20141.18,20149.49,805.91007
2022-10-28 11:05:00,20150.6,20157.89,20116.55,20143.56,1318.56668
2022-10-28 11:10:00,20143.56,20153.3,20129.68,20142.22,728.43723
2022-10-28 11:15:00,20142.22,20169.13,20140.0,20164.29,636.64521
2022-10-28 11:20:00,20164.29,20172.1,20130.0,20168.26,598.72742
2022-10-28 11:25:00,20168.26,20203.93,20165.81,20197.26,1037.65842
2022-10-28 11:30:00,20197.26,20205.24,20185.9,20203.51,630.02186
2022-10-28 11:35:00,20202.52,20211.31,20186.5,20187.65,816.86632
2022-10-28 11:40:00,20187.65,20192.16,20170.33,20179.75,660.9908
2022-10-28 11:45:00,20179.75,20198.28,20178.0,20192.0,678.95465
2022-10-28 11:50:00,20192.0,20195.0,20160.01,20181.62,581.43494
2022-10-28 11:55:00,20180.02,20184.0,20170.24,20173.74,428.80052
2022-10-28 12:00:00,20174.0,20184.5,20164.55,20180.05,743.30816
2022-10-28 12:05:00,20180.86,20184.26,20139.14,20155.98,979.38289
2022-10-28 12:10:00,20155.98,20169.0,20135.96,20154.86,700.89362
2022-10-28 12:15:00,20153.87,20174.51,20145.07,20166.39,883.24461
2022-10-28 12:20:00,20166.38,20186.73,20140.0,20145.0,776.83366
2022-10-28 12:25:00,20145.0,20152.53,20123.65,20127.94,884.72079
2022-10-28 12:30:00,20127.93,20292.85,20000.09,20235.97,6274.51289
2022-10-28 12:35:00,20235.97,20248.41,20162.22,20194.01,2503.52639
2022-10-28 12:40:00,20194.01,20219.81,20167.54,20210.71,2122.11096
2022-10-28 12:45:00,20210.69,20216.63,20164.7,20177.12,1650.31507
2022-10-28 12:50:00,20176.36,20199.1,20166.93,20194.53,1043.27082
2022-10-28 12:55:00,20194.53,20212.0,20178.01,20209.78,1151.81809
2022-10-28 13:00:00,20209.96,20229.95,20185.06,20228.99,1258.38592
2022-10-28 13:05:00,20228.1,20284.98,20222.18,20277.17,1620.2196
2022-10-28 13:10:00,20277.17,20288.48,20257.96,20270.64,1442.99786
2022-10-28 13:15:00,20271.71,20370.0,20258.48,20363.09,2658.04542
2022-10-28 13:20:00,20363.68,20378.05,20313.5,20333.06,1566.73832
2022-10-28 13:25:00,20333.06,20386.0,20331.38,20348.25,1721.68849
2022-10-28 13:30:00,20346.93,20504.99,20341.01,20499.86,4457.95821
2022-10-28 13:35:00,20498.56,20518.97,20456.0,20504.86,2765.33113
2022-10-28 13:40:00,20505.07,20588.88,20501.43,20547.11,3361.17165
2022-10-28 13:45:00,20548.92,20564.11,20483.53,20517.83,2864.22671
2022-10-28 13:50:00,20516.64,20524.99,20470.04,20498.61,2107.84357
2022-10-28 13:55:00,20500.05,20521.91,20463.12,20470.6,1892.08399
2022-10-28 14:00:00,20471.97,20534.58,20412.1,20448.89,3375.56644
2022-10-28 14:05:00,20448.89,20485.0,20386.63,20394.17,2399.26095
2022-10-28 14:10:00,20394.18,20411.83,20329.71,20393.34,2754.27703
2022-10-28 14:15:00,20394.35,20445.65,20386.7,20405.49,2204.75598
2022-10-28 14:20:00,20405.5,20435.69,20391.4,20422.5,1868.5685
2022-10-28 14:25:00,20422.5,20517.97,20419.8,20489.5,2579.81741
2022-10-28 14:30:00,20490.9,20554.14,20480.28,20487.56,2391.42314
2022-10-28 14:35:00,20486.21,20515.0,20467.04,20511.99,1422.6988
2022-10-28 14:40:00,20511.99,20535.06,20490.0,20527.75,1379.97861
2022-10-28 14:45:00,20527.75,20565.02,20511.31,20528.15,1554.77456
2022-10-28 14:50:00,20529.55,20539.99,20493.59,20514.83,1212.0305
2022-10-28 14:55:00,20514.83,20539.33,20487.82,20497.66,1229.1198
2022-10-28 15:00:00,20498.94,20521.59,20451.69,20462.45,1554.17151
2022-10-28 15:05:00,20463.47,20498.17,20441.26,20487.09,1449.11008
2022-10-28 15:10:00,20487.09,20539.78,20478.5,20492.08,1718.62759
2022-10-28 15:15:00,20492.08,20499.0,20466.4,20485.86,1201.73332
2022-10-28 15:20:00,20486.95,20499.55,20466.0,20466.36,821.8362
2022-10-28 15:25:00,20466.36,20472.99,20441.22,20448.0,1181.56381
2022-10-28 15:30:00,20446.49,20464.57,20411.61,20429.65,1257.14644
2022-10-28 15:35:00,20429.65,20485.55,20411.03,20472.42,1092.93741
2022-10-28 15:40:00,20472.42,20498.64,20463.29,20496.9,1068.98754
2022-10-28 15:45:00,20495.8,20500.0,20468.86,20476.48,942.73202
2022-10-28 15:50:00,20477.87,20480.62,20462.95,20466.26,684.84067
2022-10-28 15:55:00,20466.26,20489.78,20457.28,20484.59,923.65532
2022-10-28 16:00:00,20483.96,20538.95,20476.49,20526.67,1715.87945
2022-10-28 16:05:00,20525.69,20531.2,20450.5,20464.2,1322.75466
2022-10-28 16:10:00,20464.21,20509.99,20460.63,20509.75,939.15792
2022-10-28 16:15:00,20509.74,20559.0,20502.17,20548.87,1585.63327
2022-10-28 16:20:00,20547.44,20666.0,20537.04,20638.87,2421.52948
2022-10-28 16:25:00,20637.86,20705.51,20620.82,20642.03,3318.92486
2022-10-28 16:30:00,20642.03,20727.11,20642.03,20702.98,2163.55986
2022-10-28 16:35:00,20702.55,20709.95,20655.17,20661.73,1476.86311
2022-10-28 16:40:00,20660.0,20709.72,20659.16,20694.49,1399.17721
2022-10-28 16:45:00,20694.49,20699.78,20653.59,20676.04,1295.00182
2022-10-28 16:50:00,20677.64,20749.0,20668.89,20707.48,1982.64783
2022-10-28 16:55:00,20709.27,20750.0,20689.57,20702.73,1775.55941
2022-10-28 17:00:00,20703.85,20735.85,20690.15,20705.1,1367.48444
2022-10-28 17:05:00,20705.9,20723.62,20670.41,20711.52,1385.04596
2022-10-28 17:10:00,20711.52,20718.55,20696.75,20711.66,1044.07154
2022-10-28 17:15:00,20712.36,20727.44,20688.64,20688.91,1334.72908
2022-10-28 17:20:00,20690.47,20710.72,20672.7,20685.95,1182.14707
2022-10-28 17:25:00,20685.95,20712.91,20679.41,20686.04,978.52882
2022-10-28 17:30:00,20686.04,20703.0,20678.62,20680.3,847.91824
2022-10-28 17:35:00,20680.3,20691.61,20652.01,20665.36,1241.42919
2022-10-28 17:40:00,20664.47,20693.17,20657.9,20681.69,756.09893
2022-10-28 17:45:00,20680.61,20700.0,20665.18,20667.39,736.06862
2022-10-28 17:50:00,20667.39,20690.56,20657.2,20659.98,860.47755
2022-10-28 17:55:00,20659.07,20663.31,20627.35,20629.63,866.85804
2022-10-28 18:00:00,20629.63,20659.36,20594.14,20609.48,1319.91266
2022-10-28 18:05:00,20610.49,20636.46,20599.92,20607.93,813.78121
2022-10-28 18:10:00,20607.93,20639.34,20605.0,20634.81,733.78693
2022-10-28 18:15:00,20634.81,20667.0,20627.0,20645.88,1145.20758
2022-10-28 18:20:00,20645.88,20652.66,20637.35,20647.89,478.83042
2022-10-28 18:25:00,20648.58,20652.99,20627.53,20648.79,673.96435
2022-10-28 18:30:00,20649.98,20654.99,20630.41,20638.59,710.53398
2022-10-28 18:35:00,20638.59,20657.06,20631.06,20635.55,743.53285
2022-10-28 18:40:00,20635.54,20640.82,20627.97,20633.28,527.55672
2022-10-28 18:45:00,20632.95,20649.99,20629.42,20634.5,543.56994
2022-10-28 18:50:00,20634.5,20644.89,20582.05,20593.98,968.24763
2022-10-28 18:55:00,20593.99,20632.89,20591.1,20628.83,731.19695
2022-10-28 19:00:00,20629.97,20634.49,20582.99,20585.68,835.09376
2022-10-28 19:05:00,20586.75,20601.55,20557.03,20588.1,1009.08138
2022-10-28 19:10:00,20588.1,20597.65,20573.26,20575.3,615.41529
2022-10-28 19:15:00,20576.21,20586.01,20560.62,20570.52,728.02213
2022-10-28 19:20:00,20570.52,20579.28,20542.0,20559.02,1054.91072
2022-10-28 19:25:00,20559.76,20579.29,20558.52,20570.04,523.29158
2022-10-28 19:30:00,20570.04,20594.0,20562.0,20578.95,730.56575
2022-10-28 19:35:00,20578.95,20584.29,20560.16,20575.92,465.94046
2022-10-28 19:40:00,20575.89,20602.5,20572.86,20588.67,594.70084
2022-10-28 19:45:00,20587.42,20595.48,20575.8,20582.49,494.49765
2022-10-28 19:50:00,20582.49,20619.91,20574.0,20601.35,873.33712
2022-10-28 19:55:00,20600.48,20617.2,20590.48,20609.21,810.03292
2022-10-28 20:00:00,20609.21,20641.86,20603.56,20638.64,1059.77987
2022-10-28 20:05:00,20639.73,20657.77,20630.12,20652.31,1014.67359
2022-10-28 20:10:00,20652.31,20654.09,20616.92,20634.19,759.85719
2022-10-28 20:15:00,20635.05,20668.62,20630.0,20652.19,669.23081
2022-10-28 20:20:00,20652.19,20669.75,20644.48,20665.65,592.33046
2022-10-28 20:25:00,20664.06,20685.8,20660.15,20679.99,767.05609
2022-10-28 20:30:00,20679.2,20690.88,20654.0,20662.67,603.56779
2022-10-28 20:35:00,20662.67,20681.43,20652.94,20670.78,550.59198
2022-10-28 20:40:00,20670.78,20735.86,20670.19,20719.43,1497.80612
2022-10-28 20:45:00,20720.34,20725.23,20655.33,20662.48,907.35862
2022-10-28 20:50:00,20662.48,20671.8,20634.0,20648.68,942.45018
2022-10-28 20:55:00,20648.68,20653.9,20620.09,20629.96,732.93973
2022-10-28 21:00:00,20630.7,20661.5,20624.42,20655.35,663.89518
2022-10-28 21:05:00,20655.35,20664.0,20651.0,20654.63,325.78897
2022-10-28 21:10:00,20653.67,20664.0,20643.34,20659.67,295.77628
2022-10-28 21:15:00,20659.68,20664.99,20640.45,20647.99,233.33838
2022-10-28 21:20:00,20648.0,20649.98,20624.5,20627.46,380.72129
2022-10-28 21:25:00,20627.46,20629.09,20621.84,20623.96,388.22546
2022-10-28 21:30:00,20623.97,20625.5,20580.16,20609.14,690.0286
2022-10-28 21:35:00,20609.14,20629.99,20607.93,20616.28,571.38348
2022-10-28 21:40:00,20617.16,20619.73,20589.48,20590.89,277.14276
2022-10-28 21:45:00,20590.0,20608.0,20575.17,20583.34,334.00434
2022-10-28 21:50:00,20583.34,20591.84,20566.0,20566.4,368.64779
2022-10-28 21:55:00,20566.4,20597.08,20566.4,20596.44,226.4481
2022-10-28 22:00:00,20595.67,20614.12,20579.06,20608.67,640.2789
2022-10-28 22:05:00,20609.68,20631.33,20600.01,20607.08,592.44668
2022-10-28 22:10:00,20607.08,20626.51,20598.6,20619.13,402.28621
2022-10-28 22:15:00,20619.1,20621.03,20598.92,20601.64,359.3669
2022-10-28 22:20:00,20601.64,20616.4,20596.24,20606.89,295.39212
2022-10-28 22:25:00,20606.89,20617.14,20604.0,20607.85,355.80476
2022-10-28 22:30:00,20608.8,20610.69,20575.77,20590.73,521.58584
2022-10-28 22:35:00,20590.73,20600.36,20584.68,20599.19,247.08589
2022-10-28 22:40:00,20599.19,20638.07,20596.0,20622.76,714.15263
2022-10-28 22:45:00,20624.05,20635.8,20620.62,20628.25,307.09513
2022-10-28 22:50:00,20628.25,20635.55,20615.73,20621.82,304.92257
2022-10-28 22:55:00,20621.82,20634.93,20608.41,20630.03,376.37013
2022-10-28 23:00:00,20630.94,20637.39,20620.26,20623.34,361.46059
2022-10-28 23:05:00,20622.19,20626.76,20597.78,20609.42,386.33609
2022-10-28 23:10:00,20609.42,20612.26,20604.62,20606.32,180.98027
2022-10-28 23:15:00,20605.43,20611.83,20600.17,20609.4,206.04954
2022-10-28 23:20:00,20608.43,20612.22,20603.16,20609.34,272.72819
2022-10-28 23:25:00,20609.15,20617.96,20606.65,20615.74,278.05265
2022-10-28 23:30:00,20615.74,20617.72,20600.03,20608.97,373.66394
2022-10-28 23:35:00,20608.97,20609.59,20584.0,20600.99,452.33144
2022-10-28 23:40:00,20600.99,20606.08,20576.22,20582.18,487.74796
2022-10-28 23:45:00,20582.18,20601.0,20579.74,20598.83,267.972
2022-10-28 23:50:00,20599.61,20611.34,20596.7,20605.29,280.98531
2022-10-28 23:55:00,20605.29,20605.29,20587.92,20591.84,319.38391
2022-10-29 00:00:00,20591.84,20594.21,20557.1,20559.95,1061.28501
2022-10-29 00:05:00,20558.41,20588.18,20558.24,20586.49,466.09841
2022-10-29 00:10:00,20587.14,20603.25,20582.27,20602.19,584.34106
2022-10-29 00:15:00,20602.19,20602.19,20582.36,20591.59,302.98399
2022-10-29 00:20:00,20592.19,20601.19,20570.96,20582.74,604.39527
2022-10-29 00:25:00,20582.74,20594.0,20570.02,20589.79,388.28087
2022-10-29 00:30:00,20590.46,20600.74,20568.58,20574.25,439.33684
2022-10-29 00:35:00,20574.25,20575.3,20554.01,20561.06,542.02411
2022-10-29 00:40:00,20561.06,20575.83,20560.05,20570.56,350.11518
2022-10-29 00:45:00,20569.44,20585.5,20564.98,20581.08,415.9745
2022-10-29 00:50:00,20581.08,20605.59,20577.03,20603.91,406.39362
2022-10-29 00:55:00,20603.91,20627.32,20600.45,20621.49,678.17972
2022-10-29 01:00:00,20620.73,20631.63,20613.76,20628.87,609.21034
2022-10-29 01:05:00,20628.87,20636.53,20624.5,20626.04,429.80667
2022-10-29 01:10:00,20626.04,20626.75,20606.93,20621.05,425.66037
2022-10-29 01:15:00,20621.05,20642.24,20620.35,20627.32,545.0077
2022-10-29 01:20:00,20628.41,20635.14,20626.1,20630.56,285.98097
2022-10-29 01:25:00,20630.0,20633.24,20618.98,20630.1,269.66252
2022-10-29 01:30:00,20630.1,20630.55,20615.4,20622.38,305.34069
2022-10-29 01:35:00,20621.79,20628.0,20605.66,20611.89,406.88522
2022-10-29 01:40:00,20611.2,20624.67,20608.41,20623.88,422.34519
2022-10-29 01:45:00,20623.88,20626.21,20613.12,20616.76,252.38605
2022-10-29 01:50:00,20616.76,20627.15,20613.16,20626.87,256.70448
2022-10-29 01:55:00,20626.15,20631.88,20624.61,20628.57,192.42266
2022-10-29 02:00:00,20628.31,20645.43,20624.54,20643.23,404.81212
2022-10-29 02:05:00,20643.23,20652.93,20637.73,20646.16,430.71798
2022-10-29 02:10:00,20646.16,20648.0,20638.91,20643.45,268.47196
2022-10-29 02:15:00,20642.86,20668.71,20635.85,20668.31,583.27326
2022-10-29 02:20:00,20667.51,20688.28,20655.97,20682.49,955.615
2022-10-29 02:25:00,20682.24,20720.0,20671.48,20707.71,1695.58767
2022-10-29 02:30:00,20707.71,20723.38,20674.52,20706.26,1072.42176
2022-10-29 02:35:00,20706.92,20732.0,20694.68,20698.84,881.2082
2022-10-29 02:40:00,20699.49,20772.23,20695.0,20734.18,1525.4979
2022-10-29 02:45:00,20734.18,20782.01,20731.8,20779.87,1442.24335
2022-10-29 02:50:00,20779.87,20781.53,20745.47,20753.24,821.03879
2022-10-29 02:55:00,20753.24,20755.16,20733.14,20736.78,530.09337
2022-10-29 03:00:00,20736.16,20742.12,20666.2,20701.42,1136.35497
2022-10-29 03:05:00,20701.42,20729.52,20701.05,20720.49,573.99901
2022-10-29 03:10:00,20720.49,20736.52,20706.71,20733.83,503.44188
2022-10-29 03:15:00,20734.14,20804.0,20724.13,20771.5,1943.57668
2022-10-29 03:20:00,20772.39,20823.81,20768.68,20777.97,2077.26899
2022-10-29 03:25:00,20776.05,20783.84,20755.31,20760.98,750.93517
2022-10-29 03:30:00,20760.98,20770.7,20742.96,20746.48,614.57231
2022-10-29 03:35:00,20747.71,20761.74,20733.4,20742.26,763.74135
2022-10-29 03:40:00,20741.3,20756.94,20735.83,20737.95,574.35127
2022-10-29 03:45:00,20737.95,20752.31,20733.32,20737.98,576.85498
2022-10-29 03:50:00,20738.9,20745.86,20733.55,20742.27,401.84049
2022-10-29 03:55:00,20742.78,20762.47,20741.94,20754.27,698.81541
2022-10-29 04:00:00,20754.27,20771.88,20725.91,20731.52,847.82874
2022-10-29 04:05:00,20731.18,20733.62,20705.79,20709.26,715.40806
2022-10-29 04:10:00,20709.85,20725.0,20708.52,20709.87,506.18492
2022-10-29 04:15:00,20709.87,20721.43,20704.28,20706.64,455.1048
2022-10-29 04:20:00,20706.64,20712.47,20701.95,20706.32,302.52677
2022-10-29 04:25:00,20706.32,20707.21,20665.01,20676.73,979.59308
2022-10-29 04:30:00,20676.73,20687.19,20665.0,20675.08,675.6786
2022-10-29 04:35:00,20674.08,20677.42,20663.34,20665.92,331.14114
2022-10-29 04:40:00,20665.92,20675.34,20660.0,20664.81,396.04097
2022-10-29 04:45:00,20664.81,20683.42,20662.85,20675.81,367.18661
2022-10-29 04:50:00,20675.82,20687.64,20671.0,20675.76,472.92868
2022-10-29 04:55:00,20675.76,20680.24,20669.2,20678.91,316.41455
2022-10-29 05:00:00,20679.6,20686.85,20671.74,20673.39,349.83124
2022-10-29 05:05:00,20672.7,20676.98,20666.89,20669.49,241.78211
2022-10-29 05:10:00,20669.5,20681.0,20669.31,20678.27,234.67752
2022-10-29 05:15:00,20678.27,20679.1,20650.96,20665.43,448.93386
2022-10-29 05:20:00,20665.43,20673.9,20659.63,20664.64,236.67997
2022-10-29 05:25:00,20665.28,20752.0,20664.62,20723.36,2421.6213
2022-10-29 05:30:00,20722.58,20723.81,20684.42,20711.69,933.55449
2022-10-29 05:35:00,20712.61,20715.02,20680.84,20700.22,889.15655
2022-10-29 05:40:00,20700.97,20708.54,20677.72,20682.42,474.46858
2022-10-29 05:45:00,20682.95,20696.62,20655.94,20661.08,745.73953
2022-10-29 05:50:00,20661.08,20662.24,20620.81,20642.7,1433.1495
2022-10-29 05:55:00,20641.6,20663.58,20640.87,20655.56,494.472
2022-10-29 06:00:00,20655.56,20669.6,20647.89,20663.26,538.98782
2022-10-29 06:05:00,20663.26,20684.89,20663.26,20676.02,465.40613
2022-10-29 06:10:00,20676.02,20680.29,20666.98,20673.31,336.77501
2022-10-29 06:15:00,20673.31,20674.82,20662.72,20668.76,369.63474
2022-10-29 06:20:00,20668.76,20682.71,20664.34,20678.89,437.52568
2022-10-29 06:25:00,20679.62,20687.65,20674.63,20684.67,411.73269
2022-10-29 06:30:00,20683.85,20714.04,20683.53,20711.92,901.88018
2022-10-29 06:35:00,20711.92,20715.3,20686.29,20693.17,603.96444
2022-10-29 06:40:00,20694.2,20697.45,20686.85,20688.39,330.06507
2022-10-29 06:45:00,20687.83,20697.96,20685.06,20694.19,327.41033
2022-10-29 06:50:00,20694.77,20700.46,20686.01,20699.43,341.63893
2022-10-29 06:55:00,20699.43,20699.43,20681.98,20685.97,355.04316
2022-10-29 07:00:00,20686.82,20692.96,20672.0,20681.72,590.64073
2022-10-29 07:05:00,20681.72,20682.41,20664.61,20679.29,431.03679
2022-10-29 07:10:00,20679.29,20695.74,20675.32,20693.25,437.62907
2022-10-29 07:15:00,20693.62,20707.74,20693.27,20706.19,699.81802
2022-10-29 07:20:00,20706.2,20724.0,20696.17,20718.87,821.0007
2022-10-29 07:25:00,20718.0,20745.3,20700.0,20741.42,868.70546
2022-10-29 07:30:00,20741.42,20762.75,20729.74,20754.3,988.00559
2022-10-29 07:35:00,20754.3,20755.44,20738.54,20740.9,777.67063
2022-10-29 07:40:00,20740.83,20742.14,20711.39,20723.86,726.69688
2022-10-29 07:45:00,20723.86,20758.43,20714.79,20752.11,773.36481
2022-10-29 07:50:00,20753.24,20767.73,20743.89,20748.34,921.98794
2022-10-29 07:55:00,20748.32,20777.0,20735.21,20772.27,939.81186
2022-10-29 08:00:00,20772.27,20774.78,20738.37,20742.94,939.58356
